utt	orth
gi15.cha_209	do we care ?
gi15.cha_210	phrooo^hey@wp !
gi15.cha_211	phroo@wp my_goodness !
gi15.cha_212	phrooo@wp ?
gi15.cha_213	go on ?
gi15.cha_214	that's it .
gi15.cha_215	ahh^phroooo@wp !
gi15.cha_216	parrots can't do that .
gi15.cha_217	oops ?
gi15.cha_218	oops_a_daisy !
gi15.cha_219	ahh^phroooo@wp ?
gi15.cha_220	ahphrooo@wp .
gi15.cha_221	hick ?
gi15.cha_222	have you got hiccoughs ?
gi15.cha_223	there .
gi15.cha_224	the second time today ?
gi15.cha_225	phrooo@wp , word word word ?
gi15.cha_226	hey you do it ?
gi15.cha_227	phrooo@wp ?
gi15.cha_228	come on .
gi15.cha_229	yes .
gi15.cha_230	yes you can .
gi15.cha_231	that's it .
gi15.cha_232	you clever boy !
gi15.cha_233	phroo@wp ?
gi15.cha_234	come on .
gi15.cha_235	keep at it .
gi15.cha_236	yes you're the best at blowing bubbles .
gi15.cha_237	of course you are .
gi15.cha_238	I know you're best , you're better than me .
gi15.cha_239	what ?
gi15.cha_240	yes .
gi15.cha_241	oh well ?
gi15.cha_242	what's going on in there ?
gi15.cha_243	well ?
gi15.cha_244	well you're not going to change thumbs ?
gi15.cha_245	&ah boo boo boo !
gi15.cha_246	&ah boo boo boo !
gi15.cha_247	you do it ?
gi15.cha_248	boo boo boo !
gi15.cha_249	boo boo boo !
gi15.cha_250	boo boo boo !
gi15.cha_251	boo boo boo ?
gi15.cha_252	you do it ?
gi15.cha_253	come on make the noise ?
gi15.cha_254	boo boo boo !
gi15.cha_255	boo boo boo !
gi15.cha_256	boo boo boo !
gi15.cha_257	boo boo boo !
gi15.cha_258	I know you're looking at my hair aren't you ?
gi15.cha_259	boo boo boo !
gi15.cha_260	boo boo boo !
gi15.cha_261	oh: contact point !
gi15.cha_262	oh ?
gi15.cha_263	goodness me !
gi15.cha_264	now what you doing ?
gi15.cha_265	you're going to suck my fingers is it ?
gi15.cha_266	oh dear dear .
gi15.cha_267	what ?
gi15.cha_268	what ?
gi15.cha_269	oh it's he's still looking at you isn't he , with those beady eyes
gi15.cha_270	you'd think he would have gone away by now wouldn't you ?
gi15.cha_271	what , he's watching you ?
gi15.cha_272	&hmm silly ?
gi15.cha_273	is he ?
gi15.cha_274	what's he doing with your thumb ?
gi15.cha_275	is he a funny parrot is he ?
gi15.cha_276	something peculiar about him is there ?
gi15.cha_277	my_goodness .
gi15.cha_278	it's good is it , what flavor is it today ?
gi15.cha_279	it's sleepy .
gi15.cha_280	come on .
gi15.cha_281	no you're not going to sleep standing up are you , you're not going
gi15.cha_282	you going to go to sleep are you ?
gi15.cha_283	yes ?
gi15.cha_284	&hmm ?
gi15.cha_285	brroo@i !
gi15.cha_286	brroo@i !
gi15.cha_287	ahphzooooo@wp !
gi15.cha_288	really ?
gi15.cha_289	&hmm , you're dying on me ?
gi15.cha_290	my_goodness .
gi15.cha_291	always sucking that thumb .
gi15.cha_292	&ah boo !
gi15.cha_293	yes .
gi15.cha_294	right ?
gi15.cha_295	what you going to do ?
gi15.cha_296	you're not going to go to sleep are you ?
gi15.cha_297	pardon ?
gi15.cha_298	word word word come on then ?
gi15.cha_299	there .
gi15.cha_300	still there .
gi15.cha_301	he hasn't flown away yet ?
gi15.cha_302	oh dear .
gi15.cha_303	he's slid off .
gi15.cha_304	he's fallen off .
gi15.cha_305	boom boom boom boom boom boom !
gi15.cha_306	boom boom boom boom boom boom !
gi15.cha_307	want to have a parrot on your shoulder ?
gi15.cha_308	&hmm ?
gi15.cha_309	where's he going , where's he going ?
gi15.cha_310	&hmm &hmm ?
gi15.cha_311	you want him in your mouth too do you ?
gi15.cha_312	yes .
gi15.cha_313	everything in your mouth , yes .
gi15.cha_314	all at once ?
gi15.cha_315	I bet it wouldn't fill you up would it ?
gi15.cha_316	no ?
gi15.cha_317	no .
gi15.cha_318	who's this ?
gi15.cha_319	what you looking at your hand like that for ?
gi15.cha_320	that parrot's up there now isn't he ?
gi15.cha_321	what's he doing over there ?
gi16.cha_1	Christopher .
gi16.cha_2	Chris what are you bashing the microphone like that for ?
gi16.cha_3	yes .
gi16.cha_4	come on then .
gi16.cha_5	gonna whiz round here ?
gi16.cha_6	hello .
gi16.cha_7	alright .
gi16.cha_8	I'm going to sit you up .
gi16.cha_9	oh dear oh dear .
gi16.cha_10	oh dear .
gi16.cha_11	want to sit in there for your lunch ?
gi16.cha_12	oh dear .
gi16.cha_13	what ?
gi16.cha_14	oh dear .
gi16.cha_15	lunch .
gi16.cha_16	it's lunchtime yes .
gi16.cha_17	you're so annoyed aren't you ?
gi16.cha_18	hey look what you've got here .
gi16.cha_19	get it down you .
gi16.cha_20	your mummie's got it gluey .
gi16.cha_21	oh it's good isn't it ?
gi16.cha_22	you're having your pudding first .
gi16.cha_23	but you don't know do you ?
gi16.cha_24	dollop dollop .
gi16.cha_25	there you are .
gi16.cha_26	some more some more ?
gi16.cha_27	what was that ?
gi16.cha_28	my_goodness .
gi16.cha_29	don't you want it anymore ?
gi16.cha_30	is that nice ?
gi16.cha_31	where you going ?
gi16.cha_32	where you going ?
gi16.cha_33	here ya are .
gi16.cha_34	want mummie to unintelligible ?
gi16.cha_35	Christopher .
gi16.cha_36	you can't get it in your bib .
gi16.cha_37	should we be feeding you on spinach should we ?
gi16.cha_38	hey .
gi16.cha_39	hey hey .
gi16.cha_40	you trying to strangle yourself young man ?
gi16.cha_41	is mummie teaching you to hold the begging bowl ?
gi16.cha_42	oh alright .
gi16.cha_43	oh come on .
gi16.cha_44	do ya hear that ?
gi16.cha_45	he says you look like unintelligible .
gi16.cha_46	oh alright then .
gi16.cha_47	come and have some tit .
gi16.cha_48	come and have some tit then .
gi16.cha_49	come and have some tit .
gi16.cha_50	now why are ya crying ?
gi16.cha_51	o:h .
gi16.cha_52	have ya got windies now ?
gi16.cha_53	what a carry on .
gi16.cha_54	what a carry on .
gi16.cha_55	what a carry on .
gi16.cha_56	you get eating your knockers right .
gi16.cha_57	yes .
gi16.cha_58	you keep eating those knockers .
gi16.cha_59	alright .
gi16.cha_60	you daft thing .
gi16.cha_61	come on then .
gi16.cha_62	oh .
gi16.cha_63	Christopher .
gi16.cha_64	what're you doing ?
gi16.cha_65	stop struggling young man .
gi16.cha_66	stop struggling .
gi16.cha_67	Christopher .
gi16.cha_68	o:h &er .
gi16.cha_69	you can't sit there can you ?
gi16.cha_70	can't .
gi16.cha_71	really ?
gi16.cha_72	we went out didn't we ?
gi16.cha_73	together .
gi16.cha_74	without your mum .
gi16.cha_75	your mum didn't come .
gi16.cha_76	no she didn't .
gi16.cha_77	your mum was at home .
gi16.cha_78	why do ya get so annoyed with your mum when you're eating &eh ?
gi16.cha_79	don't you stick your tongue out at me .
gi16.cha_80	no .
gi16.cha_81	I don't think you ought_to .
gi16.cha_82	your mum says it's rude to stick your tongue out at people .
gi16.cha_83	even your dad .
gi16.cha_84	no no no .
gi16.cha_85	no no no .
gi16.cha_86	you've got_to let go .
gi16.cha_87	I know you've got tied to it .
gi16.cha_88	if they knew that at sixteen weeks that you'd chew the microphone
gi16.cha_89	yes they did .
gi16.cha_90	&eh .
gi16.cha_91	o:h .
gi16.cha_92	horny .
gi16.cha_93	horny young lad .
gi16.cha_94	oh dear .
gi16.cha_95	you roll over .
gi16.cha_96	that's why your mummie's put you there so's [: so] you can roll
gi16.cha_97	gonna bring up on every carpet in the house ?
gi16.cha_98	are you ?
gi16.cha_99	are you gonna be sick on every carpet in the house ?
gi16.cha_100	are you ?
gi16.cha_101	you are ?
gi16.cha_102	oh .
gi16.cha_103	what do you say ?
gi16.cha_104	well what have you been up to ?
gi16.cha_105	been having a nice good sleep have you ?
gi16.cha_106	yes ?
gi16.cha_107	oh .
gi16.cha_108	well what are you saying ?
gi16.cha_109	&eh ?
gi16.cha_110	giving a big kick ?
gi16.cha_111	are you ?
gi16.cha_112	go on then .
gi16.cha_113	shall I go and get you a clean nappie then ?
gi16.cha_114	want a clean nappie ?
gi16.cha_115	then you can have a kick with no clothes on .
gi16.cha_116	would you like that ?
gi16.cha_117	a kick with no clothes on ?
gi16.cha_118	would you ?
gi16.cha_119	would you ?
gi16.cha_120	you wait there a minute .
gi16.cha_121	yes .
gi16.cha_122	you rolling over ?
gi16.cha_123	are you ?
gi16.cha_124	come on then take your jacket off .
gi16.cha_125	well .
gi16.cha_126	oh good .
gi16.cha_127	you can't go on the round the world tour with no nappie on you know
gi16.cha_128	no .
gi16.cha_129	how did you get down there ?
gi16.cha_130	you can't talk with your mouth full of fingers .
gi16.cha_131	are you going to roll over ?
gi16.cha_132	&eh ?
gi16.cha_133	going to roll over ?
gi16.cha_134	hello .
gi16.cha_135	alright .
gi16.cha_136	go on then .
gi16.cha_137	roll over .
gi16.cha_138	come on .
gi16.cha_139	come on .
gi16.cha_140	you come here .
gi16.cha_141	you come over here .
gi16.cha_142	come on .
gi16.cha_143	come and see me then .
gi16.cha_144	come on .
gi16.cha_145	what are you doing with your feet ?
gi16.cha_146	are you having a big kick ?
gi16.cha_147	who's having a big kick ?
gi16.cha_148	do ya want your jumper and vest off too ?
gi16.cha_149	do ya ?
gi16.cha_150	come on then .
gi16.cha_151	you roll over here .
gi16.cha_152	you roll over here .
gi16.cha_153	go on then .
gi16.cha_154	hey .
gi16.cha_155	hey .
gi16.cha_156	hey .
gi16.cha_157	ups_a_daisy .
gi16.cha_158	Christopher .
gi16.cha_159	Christopher .
gi16.cha_160	he's clever .
gi16.cha_161	are you clever ?
gi16.cha_162	hey .
gi16.cha_163	are you gonna crawl ?
gi16.cha_164	oh you clever boy .
gi16.cha_165	are you clever ?
gi16.cha_166	o:h clever boy .
gi16.cha_167	oh yes .
gi16.cha_168	oh yes .
gi16.cha_169	oh clever .
gi16.cha_170	yes .
gi16.cha_171	come on .
gi16.cha_172	oh clever .
gi16.cha_173	yes .
gi16.cha_174	you clever boy .
gi16.cha_175	you going to roll over then ?
gi16.cha_176	come on then .
gi16.cha_177	o:h .
gi16.cha_178	you daft thing .
gi16.cha_179	you're on your back now .
gi16.cha_180	whee .
gi16.cha_181	there .
gi16.cha_182	you clever boy .
gi16.cha_183	clever boy .
gi16.cha_184	yes you clever boy .
gi16.cha_185	are you a clever boy ?
gi16.cha_186	are you a clever boy ?
gi16.cha_187	you are .
gi16.cha_188	you're clever .
gi16.cha_189	you're clever .
gi16.cha_190	are you going to walk over to me ?
gi16.cha_191	oh clever .
gi16.cha_192	you silly thing .
gi16.cha_193	I know .
gi16.cha_194	&ah tickle tickle tickle tickle tickle tickle tickle .
gi16.cha_195	&ah tickle tickle tickle tickle tickle tickle tickle .
gi16.cha_196	&ah tickle tickle tickle tickle tickle tickle tickle .
gi16.cha_197	&ah tickle tickle tickle tickle tickle tickle tickle .
gi16.cha_198	my_goodness .
gi16.cha_199	who's a big gargler ?
gi16.cha_200	what's this Christopher ?
gi16.cha_201	Chris what's this ?
gi16.cha_202	your feet .
gi16.cha_203	have you seen your feet today ?
gi16.cha_204	Christopher .
gi16.cha_205	have you seen your feet today ?
gi16.cha_206	have you ?
gi16.cha_207	I bet you haven't have you ?
gi16.cha_208	come on then .
gi16.cha_209	o:h .
gi16.cha_210	whoops .
gi16.cha_211	whee .
gi16.cha_212	come on .
gi16.cha_213	do ya like your feet ?
gi16.cha_214	o:h .
gi16.cha_215	fatty fatty fatty fatty fatty .
gi16.cha_216	fatty fatty fatty fatty fatty .
gi16.cha_217	hey .
gi16.cha_218	yes .
gi16.cha_219	do ya want some music on ?
gi16.cha_220	let's have a record on .
gi16.cha_221	oh hey .
gi16.cha_222	clever .
gi16.cha_223	you clever ?
gi16.cha_224	you are .
gi16.cha_225	yes you are .
gi16.cha_226	you're clever .
gi16.cha_227	oh yes .
gi16.cha_228	who's a clever boy ?
gi16.cha_229	yes you are aren't you ?
gi16.cha_230	why are you sucking things ?
gi16.cha_231	my_goodness .
gi16.cha_232	oh dear .
gi16.cha_233	oh dear .
gi16.cha_234	oh_deary_me .
gi16.cha_235	well .
gi16.cha_236	are you clever ?
gi16.cha_237	come on then .
gi16.cha_238	ups_a_daisy .
gi16.cha_239	you going to say hello &eh ?
gi16.cha_240	going to say hello ?
gi16.cha_241	say hello .
gi16.cha_242	hello .
gi16.cha_243	say hello for mummie .
gi16.cha_244	say hello for .
gi16.cha_245	he's saying hello Christopher .
gi16.cha_246	hello Christopher .
gi16.cha_247	hello Christopher .
gi16.cha_248	clever .
gi16.cha_249	yes you are .
gi16.cha_250	yes .
gi16.cha_251	well goodness me .
gi16.cha_252	you trying to pull my hair are you ?
gi16.cha_253	are you ?
gi16.cha_254	boo boo boo .
gi16.cha_255	boo boo boo .
gi16.cha_256	boo boo boo boo .
gi16.cha_257	oh oh .
gi16.cha_258	yes .
gi16.cha_259	well .
gi16.cha_260	you're clever aren't you ?
gi16.cha_261	yes you are .
gi16.cha_262	yes you are .
gi16.cha_263	oh clever boy .
gi16.cha_264	you clever boy .
gi16.cha_265	do you want to grab my hair ?
gi16.cha_266	go on then .
gi16.cha_267	yeah .
gi16.cha_268	killing my mouth that was .
gi16.cha_269	you going to pull my hair ?
gi16.cha_270	ow .
gi16.cha_271	o:h o:h o:h .
gi16.cha_272	o:h you'll pull it all out .
gi16.cha_273	you will .
gi16.cha_274	you'll pull it all out .
gi16.cha_275	I'll have none left .
gi16.cha_276	I'll have none left .
gi16.cha_277	goodness me .
gi16.cha_278	oh .
gi16.cha_279	is that true ?
gi16.cha_280	oh_goodness .
gi16.cha_281	then what happened ?
gi16.cha_282	really ?
gi16.cha_283	oh dear .
gi16.cha_284	you going to clap ya hands ?
gi16.cha_285	clap ya hands .
gi16.cha_286	clap ya hands .
gi16.cha_287	go on clap your hands .
gi16.cha_288	clap your hands .
gi16.cha_289	that's it .
gi16.cha_290	clap hands .
gi16.cha_291	you do it .
gi16.cha_292	yes clap your hands .
gi16.cha_293	oh well .
gi16.cha_294	clap your hands .
gi16.cha_295	that's it clap your hands .
gi16.cha_296	go on .
gi16.cha_297	are you trying to reach my hands ?
gi16.cha_298	look .
gi16.cha_299	hold that hand and that hand .
gi16.cha_300	and that one .
gi16.cha_301	there .
gi16.cha_302	yes .
gi16.cha_303	tickly poo tickly poo .
gi16.cha_304	tickle your feet .
gi16.cha_305	tickle your legs tickle your legs .
gi16.cha_306	tickle your tummy tickle your tummy .
gi16.cha_307	oh dear .
gi16.cha_308	is it that bad ?
gi16.cha_309	my_goodness me .
gi16.cha_310	yes .
gi16.cha_311	I'm going to eat you_all up .
gi16.cha_312	yum yum yum yum yum yum yum .
gi16.cha_313	yes .
gi16.cha_314	o:h .
gi16.cha_315	my_goodness .
gi16.cha_316	oh_deary_me .
gi16.cha_317	I should complain .
gi16.cha_318	that's terrible .
gi16.cha_319	oh that's terrible isn't it ?
gi16.cha_320	it is .
gi16.cha_321	oh that's awful .
gi16.cha_322	you'd better get it out_of your system hadn't you ?
gi16.cha_323	yes .
gi16.cha_324	I should complain .
gi16.cha_325	yes .
gi16.cha_326	you going to complain ?
gi16.cha_327	oh dear .
gi16.cha_328	goodness me .
gi16.cha_329	goodness .
gi16.cha_330	did you sack them ?
gi16.cha_331	did you ?
gi16.cha_332	I should sack them .
gi16.cha_333	that's not very good .
gi16.cha_334	no .
gi16.cha_335	carrying on like that .
gi16.cha_336	drinking all your drinks .
gi16.cha_337	eating all your food .
gi16.cha_338	dear .
gi16.cha_339	I should sack them .
gi16.cha_340	no .
gi16.cha_341	you can't get good servants nowadays can you ?
gi16.cha_342	my_goodness .
gi16.cha_343	that price ?
gi16.cha_344	well you'd think it was a privilege .
gi16.cha_345	you'd think they'd think that wouldn't you ?
gi16.cha_346	it's a privilege working for you .
gi16.cha_347	don't want wages as_well do they ?
gi16.cha_348	my_goodness .
gi16.cha_349	oh dear .
gi16.cha_350	oh yes .
gi16.cha_351	oh dear .
gi16.cha_352	yes .
gi16.cha_353	oh_deary_me .
gi16.cha_354	yes .
gi16.cha_355	but did you enjoy yourself really ?
gi16.cha_356	did you ?
gi16.cha_357	did you enjoy yourself ?
gi16.cha_358	oh dear .
gi16.cha_359	and did we go to the seaside on monday did we ?
gi16.cha_360	yes we did .
gi16.cha_361	yes we did .
gi16.cha_362	yes oh yes .
gi16.cha_363	yes .
gi16.cha_364	yes my_goodness me .
gi16.cha_365	are you shouting at it ?
gi16.cha_366	what's it done to you ?
gi16.cha_367	hey ?
gi16.cha_368	what's going on &eh ?
gi16.cha_369	come on .
gi16.cha_370	take it .
gi16.cha_371	dad been distracting you ?
gi16.cha_372	have you seen somebody else do that ?
gi16.cha_373	learnt that ?
gi16.cha_374	or is it natural ?
gi16.cha_375	you don't wipe your hands on your mouth like that .
gi16.cha_376	oh give us a smile .
gi16.cha_377	what ?
gi16.cha_378	you trying to pull your hair ?
gi16.cha_379	get off get off get off .
gi16.cha_380	get off .
gi16.cha_381	what are ya doing ?
gi16.cha_382	give it to mummie .
gi16.cha_383	what's wrong ?
gi16.cha_384	what ?
gi16.cha_385	that's what's wrong .
gi16.cha_386	are you laughing then ?
gi16.cha_387	are ya fed up with being a baby are ya ?
gi16.cha_388	you fed up with being a baby ?
gi16.cha_389	are you ?
gi16.cha_390	what do ya want to be ?
gi16.cha_391	do ya want to be grown up ?
gi16.cha_392	soon you'll be able to crawl .
gi16.cha_393	o:h &er .
gi16.cha_394	well you can feed yourself can't you ?
gi16.cha_395	yes you can .
gi16.cha_396	yes .
gi16.cha_397	she's just called you fatty .
gi16.cha_398	why are you holding me on the chin ?
gi16.cha_399	it's bath time .
gi16.cha_400	yes .
gi16.cha_401	man sized bath .
gi16.cha_402	splash .
gi16.cha_403	make a splash .
gi16.cha_404	kick ya legs .
gi16.cha_405	wave your arms about .
gi16.cha_406	yeah .
gi16.cha_407	get soap in your eyes .
gi16.cha_408	these are the things you like doing aren't they ?
gi16.cha_409	don't you want to clap your hands ?
gi16.cha_410	yeah come on .
gi16.cha_411	look clap your hands .
gi16.cha_412	go on like that .
gi16.cha_413	come on come on .
gi16.cha_414	go on you can do it .
gi16.cha_415	come on .
gi16.cha_416	like this .
gi16.cha_417	there like this .
gi16.cha_418	o:h that's it .
gi16.cha_419	o:h .
gi16.cha_420	yes .
gi16.cha_421	bath .
gi16.cha_422	gonna have a bath .
gi16.cha_423	alright .
gi16.cha_424	you ready ?
gi16.cha_425	alright here goes .
gi16.cha_426	come on then .
gi16.cha_427	o:h he's a big lad .
gi16.cha_428	oh a very big lad .
gi16.cha_429	hang on .
gi16.cha_430	hold that then that's it .
gi16.cha_431	go on there .
gi16.cha_432	that will be nice won't it ?
gi16.cha_433	&eh ?
gi16.cha_434	who's a lucky boy then ?
gi16.cha_435	who's gonna have a big splash ?
gi16.cha_436	you lie there then .
gi16.cha_437	you know the flowers are watching you don't you ?
gi16.cha_438	right .
gi16.cha_439	your mum's such a drip a drunk .
gi16.cha_440	she takes the bottle everywhere with her .
gi16.cha_441	don't you listen to her .
gi16.cha_442	she's only your mum .
gi16.cha_443	o:h .
gi16.cha_444	bath time .
gi16.cha_445	yes .
gi16.cha_446	well I never .
gi16.cha_447	well I never .
gi16.cha_448	oh yes .
gi16.cha_449	you've got a dirty shirt on .
gi16.cha_450	where have you been ?
gi16.cha_451	come on bend your arm .
gi16.cha_452	that's it .
gi16.cha_453	oh yes .
gi16.cha_454	gonna be a big splash aren't you ?
gi16.cha_455	there .
gi16.cha_456	t+shirt off .
gi16.cha_457	vest now .
gi16.cha_458	there .
gi16.cha_459	and the other arm come on .
gi16.cha_460	that's it .
gi16.cha_461	that's a good lad .
gi16.cha_462	can we have your knick+knacks off then ?
gi16.cha_463	there .
gi16.cha_464	and this .
gi16.cha_465	oh I didn't know the nappie heads were breakable .
gi16.cha_466	did you ?
gi16.cha_467	did you know they were ?
gi16.cha_468	nappie pin heads were breakable .
gi16.cha_469	no I didn't .
gi16.cha_470	put that in there then .
gi16.cha_471	in daddy's shirt .
gi16.cha_472	in there .
gi16.cha_473	where ya going ?
gi16.cha_474	where ya going ?
gi16.cha_475	what do ya want to turn over for when you can have a bath ?
gi16.cha_476	splash around in the bath .
gi16.cha_477	yeah .
gi16.cha_478	you leave that roll alone and come and have a bath .
gi16.cha_479	come on .
gi16.cha_480	no no you don't need that .
gi16.cha_481	have that when you come out alright ?
gi16.cha_482	no .
gi16.cha_483	there's a good lad .
gi16.cha_484	go and have a bath &eh ?
gi16.cha_485	come on .
gi16.cha_486	come on .
gi16.cha_487	go and have a splash .
gi16.cha_488	o:h o:h .
gi16.cha_489	gonna get splashing ?
gi16.cha_490	there .
gi16.cha_491	you have a good kick .
gi16.cha_492	they're goose trying to get into your bath aren't they ?
gi16.cha_493	yeah .
gi16.cha_494	come on then .
gi16.cha_495	let's give you a wash &eh ?
gi16.cha_496	wash yes .
gi16.cha_497	under your arms .
gi16.cha_498	yes .
gi16.cha_499	under your arms .
gi16.cha_500	and in your neck there .
gi16.cha_501	in your neck .
gi16.cha_502	there .
gi16.cha_503	oh yeah .
gi16.cha_504	nails .
gi16.cha_505	and those leggy bits .
gi16.cha_506	yes .
gi16.cha_507	and your feet .
